price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
335000.0,3.0,2.25,2150,30476,2.0,0,0,3,2150,0,1991,0,1252,10,6,0
197500.0,3.0,1.0,980,3090,1.5,0,0,3,980,0,1903,2005,216,30,31,0
412500.0,3.0,1.5,1490,8475,1.0,0,0,4,1490,0,1963,0,1866,35,57,0
395300.0,3.0,1.5,1120,7000,1.0,0,0,3,1120,0,1955,2005,1714,39,58,0
342400.0,3.0,2.25,1180,9630,2.0,0,0,3,1180,0,1986,0,1312,20,34,0
749400.0,4.0,2.5,3240,20301,2.0,0,0,3,3240,0,1985,0,3714,35,57,0
316500.0,4.0,2.5,2150,6807,2.0,0,0,4,2150,0,1991,0,1091,19,60,0
390000.0,3.0,2.5,2240,10800,2.0,0,0,3,2240,0,1996,0,1676,20,34,0
225000.0,3.0,2.0,1400,7384,1.0,0,0,3,1150,250,1979,2014,354,14,22,0
550000.0,3.0,2.25,1980,40887,1.0,0,0,4,1980,0,1980,0,2847,35,63,0
280000.0,3.0,1.0,1330,20562,1.5,0,0,3,1330,0,1959,1989,802,15,27,0
1255000.0,4.0,2.5,3200,7535,2.0,0,0,3,3200,0,2006,0,4338,30,69,0
575000.0,2.0,1.0,1490,6000,1.0,0,0,3,1090,400,1946,0,2994,30,72,0
1000000.0,5.0,4.25,3920,16258,2.0,0,0,3,2900,1020,1990,2009,4186,39,75,0
585000.0,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,0,3052,30,49,0
620000.0,4.0,2.5,2680,9185,2.0,0,0,3,2680,0,1989,0,3244,31,55,0
204700.0,4.0,2.0,1670,9987,1.0,0,0,3,1670,0,1967,2011,244,7,4,0
695000.0,4.0,3.0,3150,9130,2.0,0,0,3,3150,0,2001,0,3546,36,65,0
689900.0,4.0,3.25,2740,7266,2.0,0,0,3,2060,680,2003,0,3526,31,50,0
375000.0,4.0,1.75,1890,8000,1.0,0,0,4,1250,640,1960,2001,1567,17,25,0
475000.0,7.0,3.5,2870,29699,1.0,0,0,3,1520,1350,1961,2004,2347,30,33,0
215000.0,3.0,1.0,1160,10384,1.0,0,0,4,1160,0,1969,0,303,11,20,0
2100000.0,4.0,1.75,3550,19865,2.0,0,0,3,3550,0,1962,2002,4482,43,76,0
790000.0,3.0,1.75,1790,6117,1.0,0,2,3,1350,440,1940,1996,3835,30,71,0
350000.0,3.0,1.75,1680,250470,1.0,0,0,4,1070,610,1940,2001,1378,16,29,0
695000.0,3.0,2.5,4560,17622,2.0,0,0,4,3800,760,1986,0,3550,36,54,0
263000.0,3.0,2.25,1590,7748,2.0,0,0,4,1590,0,1991,0,659,5,13,0
400000.0,3.0,1.0,1630,10304,1.0,0,0,5,1630,0,1953,0,1767,17,26,0
525000.0,3.0,2.5,2700,7434,2.0,0,0,3,2700,0,1991,0,2668,32,48,0
349950.0,3.0,2.5,1700,7496,2.0,0,0,3,1700,0,1994,0,1368,14,18,0
1085000.0,4.0,3.25,3740,12080,1.0,0,0,3,2000,1740,1988,2000,4246,32,59,0
744000.0,4.0,3.0,1980,5352,2.5,0,0,3,1980,0,1941,2005,3701,30,41,0
312500.0,2.0,1.0,880,6345,1.0,0,0,3,880,0,1919,2001,1055,30,12,0
240000.0,3.0,2.0,1400,6200,1.0,0,0,3,700,700,1948,1994,700,17,25,0
495000.0,4.0,2.0,2050,4000,1.5,0,0,5,1210,840,1941,0,2484,30,53,0
580050.0,3.0,2.5,2360,4638,2.0,0,3,3,2360,0,1996,0,3037,30,51,0
640000.0,4.0,2.0,2560,7798,1.0,0,0,4,1890,670,1947,1988,3324,30,51,0
417000.0,3.0,1.5,1340,10224,1.0,0,0,4,1340,0,1956,0,1905,39,67,0
174950.0,3.0,1.0,1060,5200,1.0,0,0,5,1060,0,1970,0,150,6,17,0
295000.0,3.0,1.5,850,2500,1.0,0,0,3,850,0,1986,0,893,30,12,0
423000.0,4.0,1.75,1880,7303,1.0,0,0,3,1010,870,1976,0,1935,33,38,0
839000.0,3.0,1.0,1230,12305,1.0,0,0,3,1230,0,1955,1990,3946,39,75,0
343000.0,4.0,1.75,2290,10290,1.0,0,0,3,1340,950,1960,2012,1316,30,24,0
467000.0,3.0,1.0,1660,6582,1.0,0,0,5,1000,660,1946,0,2303,30,25,0
512500.0,3.0,2.5,1840,2875,2.0,0,0,4,1840,0,1997,0,2603,30,56,0
575000.0,4.0,2.5,3020,17810,1.0,0,0,3,1600,1420,1979,2014,3001,21,26,0
465000.0,3.0,1.75,1410,6886,1.0,0,0,3,1410,0,1924,2013,2283,30,25,0
270000.0,3.0,1.0,1010,9514,1.0,0,0,3,1010,0,1969,2010,729,14,37,0
340000.0,3.0,1.75,1960,8136,1.0,0,0,3,980,980,1948,1994,1292,30,12,0
765000.0,5.0,3.75,3580,14275,2.0,0,0,3,3190,390,1999,0,3772,31,50,0
497000.0,4.0,2.5,2240,7200,2.0,0,0,3,2240,0,1995,0,2498,30,31,0
803100.0,4.0,2.5,3310,5404,2.0,0,0,3,3310,0,2004,2003,3875,35,57,0
344000.0,3.0,2.5,1232,1130,3.0,0,0,3,1232,0,2007,0,1319,30,33,0
828950.0,4.0,3.5,3930,5680,2.0,0,1,3,2820,1110,2013,1923,3925,31,50,0
386380.0,3.0,2.5,1720,3600,2.0,0,0,3,1720,0,2010,0,1657,35,63,0
312000.0,3.0,2.25,1490,974,2.0,0,0,3,1220,270,2009,0,1052,30,12,0
720000.0,3.0,2.5,3150,151588,2.0,0,0,3,3150,0,2007,0,3614,37,61,0
914500.0,4.0,2.5,3950,10856,3.0,0,0,3,3950,0,2013,1923,4082,36,65,0
819995.0,5.0,2.75,3030,10335,2.0,0,0,3,3030,0,2013,1923,3907,34,28,0
252700.0,2.0,1.5,1070,9643,1.0,0,0,3,1070,0,1985,0,574,19,9,0
437500.0,3.0,2.5,2320,36847,2.0,0,2,3,2320,0,1992,0,2058,15,27,0
350000.0,1.0,1.0,700,5100,1.0,0,0,3,700,0,1942,1999,1387,30,51,0
619000.0,3.0,2.5,2720,6439,2.0,0,0,3,2720,0,2005,0,3229,28,43,0
408200.0,3.0,2.5,1800,5761,2.0,0,0,4,1800,0,1990,0,1829,30,12,0
451000.0,3.0,1.75,1560,4049,1.5,0,2,3,1000,560,1926,2003,2185,30,30,0
317000.0,3.0,2.0,1760,11410,1.0,0,0,5,1060,700,1977,0,1097,14,22,0
799000.0,4.0,3.25,3120,5000,2.0,0,0,3,2370,750,2005,0,3848,30,51,0
720000.0,2.0,1.0,2020,7200,1.0,0,3,4,1700,320,1947,1988,3621,30,24,0
490000.0,3.0,2.0,1450,2400,1.5,0,0,3,1450,0,1900,2003,2458,30,46,0
239900.0,4.0,2.25,1860,7000,1.0,0,0,3,1120,740,1979,2014,454,5,11,0
446000.0,4.0,2.25,2270,7800,1.0,0,0,3,1290,980,1977,2004,2137,33,38,0
275000.0,3.0,2.5,1480,15639,2.0,0,0,3,1480,0,1987,2000,757,15,27,0
239950.0,5.0,1.0,1460,6032,2.0,0,0,4,1460,0,1941,1998,459,10,3,0
248000.0,4.0,3.5,1850,6519,2.0,0,0,3,1130,720,1986,0,515,5,11,0
619500.0,3.0,2.5,2170,5000,2.0,0,0,3,2170,0,2003,0,3234,31,55,0
363750.0,3.0,1.75,1726,197326,2.0,0,0,4,1726,0,1982,2011,1476,22,35,0
385000.0,3.0,1.75,1180,10541,1.0,0,0,4,940,240,1981,0,1640,36,54,0
370000.0,4.0,1.5,1370,9957,1.0,0,0,3,900,470,1972,2002,1516,33,38,0
425000.0,3.0,2.5,2670,13218,1.0,0,0,4,2670,0,1988,0,1944,19,17,0
342000.0,3.0,1.0,1260,6826,1.0,0,0,3,720,540,1944,0,1307,30,33,0
345000.0,4.0,1.0,1980,7991,1.5,0,0,3,1980,0,1962,2003,1331,14,22,0
724800.0,3.0,2.0,2050,3933,1.0,0,0,3,1180,870,1926,2001,3628,30,72,0
725000.0,5.0,2.75,2830,5310,2.0,0,0,3,2830,0,2006,0,3656,35,57,0
605000.0,2.0,1.0,910,3600,1.0,0,0,4,910,0,1909,1989,3179,30,70,0
350000.0,4.0,2.5,2440,4000,2.0,0,0,3,2440,0,2009,0,1396,11,20,0
785000.0,3.0,2.0,2180,5440,1.0,0,0,5,1100,1080,1904,0,3822,30,49,0
250000.0,3.0,2.0,1900,6660,1.0,0,0,5,950,950,1966,0,559,11,20,0
565000.0,3.0,2.25,1520,1221,3.0,0,0,3,1520,0,2013,1923,2943,30,46,0
875000.0,3.0,2.0,2220,6641,1.0,0,2,4,1220,1000,1947,1988,4030,30,71,0
862500.0,4.0,2.75,3280,24440,2.0,0,0,3,3280,0,1996,0,4002,32,59,0
400000.0,3.0,2.5,2740,83199,2.0,0,4,3,2740,0,1973,2013,1756,19,5,0
282613.0,2.0,1.0,830,6017,1.0,0,0,4,830,0,1954,1979,812,17,25,0
174500.0,2.0,1.0,1010,5200,1.0,0,0,3,1010,0,1955,2005,149,8,15,0
306500.0,3.0,2.25,2060,38377,1.0,0,0,4,1560,500,1978,2000,1005,5,13,0
445000.0,3.0,2.25,1990,7340,2.0,0,0,3,1990,0,1984,0,2124,32,48,0
433000.0,4.0,2.5,2280,7568,2.0,0,0,4,2280,0,2001,0,2014,14,28,0
306000.0,3.0,2.5,1870,5874,2.0,0,0,3,1870,0,2005,0,1004,19,17,0
620000.0,3.0,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,3241,30,69,0
245000.0,2.0,1.0,870,6150,1.0,0,0,3,870,0,1941,1994,502,30,12,0
238000.0,3.0,2.0,1020,1204,2.0,0,0,3,720,300,2004,2003,451,30,30,0
523000.0,3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,2647,30,56,0
522500.0,3.0,2.5,2370,7875,2.0,0,0,3,2370,0,2003,0,2645,28,43,0
180000.0,3.0,1.0,1000,18513,1.0,0,0,3,1000,0,1940,1996,171,30,24,0
375000.0,3.0,1.5,1100,1751,2.0,0,0,3,940,160,2007,0,1558,30,53,0
249000.0,3.0,2.25,1440,7673,1.0,0,0,3,940,500,1982,0,526,19,60,0
730100.0,4.0,2.5,3120,14300,2.0,0,0,3,3120,0,2003,0,3652,31,50,0
551000.0,2.0,2.0,2260,9604,1.0,0,0,3,2260,0,1990,2009,2867,23,36,0
375000.0,4.0,2.5,2790,7956,2.0,0,0,3,2790,0,2005,0,1554,8,15,0
540000.0,1.0,1.0,1140,6700,1.5,0,0,3,1140,0,1920,1979,2779,30,49,0
605000.0,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,1987,0,3177,30,72,0
205000.0,5.0,1.75,1730,5200,1.0,0,0,4,1050,680,1978,2000,248,6,17,0
645000.0,4.0,2.5,3160,11380,2.0,0,0,3,3160,0,1983,2009,3337,36,54,0
314000.0,4.0,2.5,2340,8990,2.0,0,0,3,2340,0,2003,0,1063,11,20,0
330000.0,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001,1204,39,58,0
490000.0,2.0,1.0,1160,5000,1.0,0,0,4,1160,0,1937,0,2459,30,45,0
445000.0,3.0,3.0,1970,24318,1.0,0,0,3,1970,0,2010,0,2123,20,34,0
2000000.0,5.0,4.25,6490,10862,2.0,0,3,4,3940,2550,1991,0,4477,40,74,0
377500.0,3.0,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0,1581,31,50,0
480000.0,4.0,2.5,2430,5000,2.0,0,0,3,2430,0,2009,0,2392,28,43,0
804995.0,5.0,1.5,3360,5402,2.0,0,0,3,3360,0,2014,0,3877,36,54,0
341000.0,3.0,2.5,1480,1663,2.0,0,0,3,1180,300,2012,1912,1299,30,30,0
675000.0,5.0,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0,3476,28,43,0
611000.0,3.0,2.5,2134,1984,2.5,0,0,3,2134,0,2008,0,3203,31,55,0
379950.0,3.0,3.25,1860,1787,3.0,0,0,3,1860,0,2007,0,1496,17,26,0
1270000.0,4.0,3.0,5520,8313,2.0,0,3,3,3570,1950,2008,0,4342,39,67,0
500000.0,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0,2543,30,47,0
410000.0,3.0,2.0,1700,4250,1.0,0,0,3,890,810,1944,0,1840,30,71,0
415000.0,3.0,2.5,2480,8342,2.0,0,0,3,2480,0,1986,0,1889,14,22,0
297000.0,5.0,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0,910,9,14,0
575550.0,4.0,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0,3010,35,57,0
534640.0,3.0,2.5,2130,3500,1.0,0,0,4,1210,920,1994,0,2730,32,48,0
352500.0,3.0,2.25,1410,14110,1.0,0,2,3,1170,240,1987,2000,1406,28,43,0
488000.0,2.0,2.0,1360,4688,1.0,0,0,3,780,580,1944,0,2438,30,51,0
732000.0,3.0,2.0,1940,55756,1.0,0,0,5,1940,0,1954,0,3655,39,58,0
215000.0,2.0,2.25,1610,2040,2.0,0,0,4,1610,0,1979,0,305,14,28,0
592500.0,2.0,2.0,1420,9191,1.5,0,2,5,1420,0,1928,1970,3100,30,51,0
290000.0,4.0,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0,873,19,60,0
475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0,2341,30,45,0
320000.0,3.0,2.5,2680,7757,2.0,0,0,3,2680,0,1990,2009,1116,5,11,0
1216000.0,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0,4316,39,67,0
290000.0,5.0,1.5,2120,7700,1.5,0,0,5,2120,0,1962,0,870,14,22,0
487250.0,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,2433,30,49,0
339000.0,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0,1282,11,20,0
440000.0,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0,2085,30,46,0
366500.0,4.0,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0,1497,17,26,0
462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,2266,30,31,0
560000.0,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010,2908,30,45,0
285000.0,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009,840,30,7,0
280000.0,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0,801,15,27,0
210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999,279,30,12,0
690000.0,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0,3527,30,51,0
256500.0,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0,615,22,35,0
411000.0,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963,1859,30,31,0
215000.0,3.0,1.0,970,7275,1.0,0,0,4,970,0,1970,0,294,19,60,0
762000.0,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0,3764,30,73,0
359950.0,3.0,1.0,1290,189486,1.0,0,0,4,1290,0,1960,2001,1449,7,23,0
480000.0,4.0,3.5,3370,435600,2.0,0,3,3,3370,0,2005,0,2385,15,27,0
1405000.0,4.0,3.5,3410,10769,2.0,0,0,3,3410,0,2008,0,4398,39,75,0
390000.0,4.0,2.5,2490,8290,2.0,0,0,3,2490,0,1999,0,1673,7,23,0
413500.0,2.0,1.0,770,4000,1.0,0,0,5,770,0,1924,1956,2720,30,45,0
285000.0,1.0,1.5,810,3211,2.0,0,0,4,810,0,1982,2011,1236,33,68,0
475000.0,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0,2362,17,25,0
386591.0,3.0,2.5,1690,1613,2.0,0,0,3,1150,540,2014,0,1793,31,55,0
524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,2652,30,45,0
241000.0,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0,473,11,20,0
461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,2263,30,25,0
810000.0,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000,3892,32,48,0
885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,4043,30,51,0
247000.0,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0,512,5,11,0
296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000,909,19,5,0
141800.0,2.0,1.0,930,4743,1.0,0,0,4,930,0,1942,1982,91,14,28,0
333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,1241,30,53,0
602000.0,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,3162,35,57,0
565000.0,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0,2947,31,50,0
373000.0,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0,1546,32,48,0
588000.0,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0,3070,35,57,0
485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,2425,30,46,0
482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,2403,30,47,0
251200.0,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0,566,8,16,0
869000.0,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0,4009,31,50,0
464000.0,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,2273,32,48,0
755000.0,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0,3744,35,57,0
280000.0,3.0,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0,800,14,28,0
485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,2415,30,49,0
305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013,984,14,22,0
110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,67,3,6,0
850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,3977,30,41,0
350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,1388,39,58,0
319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,1104,14,22,0
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,3577,30,47,0
368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,1504,30,24,0
433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,2016,30,31,0
611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,3204,35,54,0
1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,4187,17,62,0
307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,1007,25,39,0
442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,2114,14,22,0
485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,2412,8,15,0
367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,1499,30,45,0
429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,1976,15,27,0
446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,2139,20,34,0
572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,2989,34,37,0
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,2369,30,45,0
518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,2434,30,45,0
462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,2265,39,58,0
1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,4300,30,73,0
137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,86,30,12,0
530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,2314,33,68,0
818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,3903,35,63,0
640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,3326,30,47,0
298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,914,5,13,0
575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,3169,28,43,0
730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,3650,36,65,0
551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,2866,20,34,0
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,735,30,53,0
675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,3482,24,32,0
479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,2374,30,73,0
520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,2637,30,33,0
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,3127,30,31,0
483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,2407,30,56,0
390000.0,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,1684,14,22,0
192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,200,30,3,0
330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0,1207,30,24,0
250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,538,19,60,0
243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,478,30,7,0
575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,2997,30,45,0
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,3310,35,57,0
710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,3585,30,72,0
675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,3480,35,57,0
405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,1799,14,22,0
615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,3219,39,67,0
490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,2452,30,45,0
467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,2304,30,46,0
480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,2390,30,56,0
755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,3743,30,70,0
760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,3757,39,67,0
387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,1659,30,53,0
925000.0,4.0,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,4094,33,68,0
415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,1892,7,4,0
263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0,657,19,60,0
519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,2633,35,57,0
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,2979,30,56,0
450000.0,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,2171,32,59,0
1300000.0,4.0,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,4355,35,63,0
300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,965,35,57,0
320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,1127,14,28,0
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,1662,30,47,0
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,2268,32,48,0
1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,4314,39,67,0
380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,1601,11,20,0
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0,234,14,28,0
385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,1647,20,34,0
396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,1719,30,30,0
452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,2189,30,49,0
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,1963,11,20,0
792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,3838,30,73,0
315000.0,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,1074,7,23,0
1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,4344,30,45,0
326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,1169,14,28,0
268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,0,1953,1983,705,17,25,0
440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,2090,30,69,0
300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,949,14,37,0
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,2675,30,30,0
978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,4164,30,53,0
1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,4266,30,49,0
700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,3572,30,49,0
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,1077,35,57,0
309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,1021,30,12,0
219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011,321,5,13,0
289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,858,6,17,0
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005,280,3,15,0
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,650,5,11,0
699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,3558,30,33,0
1800000.0,4.0,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,4460,43,76,0
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,926,17,62,0
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,3718,39,52,0
1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,4257,30,51,0
555000.0,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0,2885,14,18,0
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,1626,28,43,0
499950.0,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,2520,14,37,0
430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,1996,30,19,0
350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,1385,11,20,0
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,3251,35,63,0
765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,3776,35,57,0
250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001,536,19,5,0
376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,1579,30,71,0
475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,2345,30,25,0
120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,72,5,11,0
1690000.0,3.0,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0,4442,30,69,0
330000.0,3.0,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0,1213,31,50,0
